"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.ortholog.species","Tissue","Comments","Primary/Inferred","Inferred.from.","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","T.aestivum orthologs","Z.mays orthologs","G.max orthologs","P.trichocarpa orthologs","S.bicolor orthologs","S.italica orthologs","S.viridis orthologs"
"S.italica","Seita.5G194500",NA,"P,K",NA,NA,NA,NA,"Inferred","AT3G51860","AT2G38170,AT3G51860","Medtr4g016720,Medtr5g070330","LOC_Os01g37690","","GRMZM2G011592","Glyma.01G122800,Glyma.02G226500,Glyma.03G058300,Glyma.03G058500,Glyma.07G149600,Glyma.14G193400,Glyma.18G200500","Potri.001G251200,Potri.006G099900,Potri.009G045800,Potri.016G115500","","Seita.5G194500",""
"S.italica","Seita.9G532700",NA,"S",NA,NA,NA,NA,"Inferred","AT3G51895","AT3G51895","Medtr1g071530,Medtr7g095430","LOC_Os03g06520","Traes_4AS_68B3D79A1,Traes_4BL_0C898C5C8","GRMZM2G154211","Glyma.02G145100,Glyma.03G156700,Glyma.10G028900,Glyma.19G159000","Potri.002G049500,Potri.005G213500,Potri.010G082700","Sobic.001G496800,Sobic.001G496800","Seita.9G532700",""
"S.italica","Seita.5G455700",NA,"Fe",NA,NA,NA,NA,"Inferred","AT3G56970,AT3G56980","AT2G41240,AT3G56970,AT3G56980,AT5G04150","Medtr1g048710,Medtr1g048720,Medtr1g048750,Medtr7g090410","LOC_Os01g72370","Traes_2AL_ACBAA6A31,Traes_2DL_865346DA2","AC193786.3_FG005","Glyma.03G130400,Glyma.03G130600,Glyma.19G132500","Potri.006G037200,Potri.006G037600,Potri.016G037300","Sobic.003G428800,Sobic.003G428800","Seita.5G455700",""
"S.italica","Seita.9G469400",NA,"Fe",NA,NA,NA,NA,"Inferred","AT3G56970,AT3G56980","AT2G41240,AT3G56970,AT3G56980,AT5G04150","Medtr1g048710,Medtr1g048720,Medtr1g048750,Medtr7g090410","","Traes_2AL_ACBAA6A31,Traes_2DL_865346DA2","","Glyma.03G130400,Glyma.03G130600,Glyma.19G132500","Potri.006G037200,Potri.006G037600,Potri.016G037300","","Seita.9G469400",""
"S.italica","Seita.9G478600",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G58060,LOC_Os03g12530","AT3G58060","Medtr3g062610,Medtr5g075680","LOC_Os03g12530","Traes_4AS_B5D20D324,Traes_4DL_84BDB65D9","GRMZM2G118497","Glyma.03G146700","Potri.001G010200,Potri.001G010300,Potri.003G215600","Sobic.001G445000,Sobic.001G445000","Seita.9G478600",""
"S.italica","Seita.9G337700",NA,"Mg",NA,NA,NA,NA,"Inferred","AT3G58970","AT3G58970","Medtr8g088670","LOC_Os10g39790","Traes_1AL_B39515B38","GRMZM2G145794,GRMZM2G453832","Glyma.05G168200,Glyma.08G126600","Potri.006G081700","Sobic.001G309400,Sobic.001G309400","Seita.9G337700",""
"S.italica","Seita.9G262400",NA,"Fe",NA,NA,NA,NA,"Inferred","AT4G02780","AT4G02780","Medtr7g011663,Medtr7g011770,Medtr7g094970","LOC_Os02g17780","Traes_1BS_8A9B3CE82,Traes_1DS_CD37D3A95,Traes_7DL_02E7F7D6A,Traes_7DL_211D5CA44","GRMZM2G081554","Glyma.03G154400,Glyma.03G154700,Glyma.19G157000","Potri.002G052100,Potri.005G210300","Sobic.001G248600,Sobic.001G248600","Seita.9G262400",""
"S.italica","Seita.9G351400",NA,"Fe",NA,NA,NA,NA,"Inferred","AT4G02780","AT4G02780","Medtr7g011663,Medtr7g011770,Medtr7g094970","","Traes_1BS_8A9B3CE82,Traes_1DS_CD37D3A95,Traes_7DL_02E7F7D6A,Traes_7DL_211D5CA44","GRMZM2G044481","Glyma.03G154400,Glyma.03G154700,Glyma.19G157000","Potri.002G052100,Potri.005G210300","","Seita.9G351400",""
"S.italica","Seita.1G068700",NA,"Na",NA,NA,NA,NA,"Inferred","AT4G10310","AT4G10310","Medtr6g092820,Medtr6g092840,Medtr6g092940","LOC_Os02g07830","Traes_6DS_FC4429EB8","","Glyma.01G002300,Glyma.07G130100","Potri.018G132200","Sobic.004G059800,Sobic.004G059800","Seita.1G068700",""
"S.italica","Seita.9G193500",NA,"B",NA,NA,NA,NA,"Inferred","AT4G10380,GRMZM2G176209","AT4G10380","Medtr1g097840","LOC_Os10g36924","Traes_1BL_CC64CA41E","GRMZM2G176209","Glyma.10G221100,Glyma.20G170400","Potri.001G455000,Potri.011G146900","Sobic.001G195800,Sobic.001G195800","Seita.9G193500",""
"S.italica","Seita.5G439500",NA,"Rb,Cs,K",NA,NA,NA,NA,"Inferred","AT4G13420,GRMZM2G084779","AT4G13420","Medtr4g099260,Medtr8g022130,Medtr8g088200","LOC_Os01g70490","Traes_3AL_6B9D38F0F,Traes_3AL_9E0B84E84,Traes_3B_75C958395,Traes_3DL_598708C12,Traes_3DL_E912993A9","GRMZM2G084779","Glyma.03G264100,Glyma.07G042500,Glyma.19G263100","Potri.001G045200,Potri.001G069600,Potri.T133800,Potri.T134000","Sobic.003G413600,Sobic.003G413600","Seita.5G439500",""
"S.italica","Seita.9G090100",NA,"Fe,Cd",NA,NA,NA,NA,"Inferred","AT4G16370","AT4G16370","Medtr4g133968","LOC_Os03g54000","Traes_5BL_1FB170E61","GRMZM2G421491","Glyma.07G267800,Glyma.17G006100","Potri.006G006000,Potri.016G006500","Sobic.001G087700,Sobic.001G087700","Seita.9G090100",""
"S.italica","Seita.9G146100",NA,"Fe,Mn,Co,Cd,Zn",NA,NA,NA,NA,"Inferred","AT4G19690","AT1G31260,AT4G19690","Medtr8g105030","LOC_Os03g46470","Traes_4AL_9D79BE8FB,Traes_4BS_6527BBD54,Traes_4DS_F565A7C50","GRMZM2G118821","Glyma.02G126000","Potri.010G134300,Potri.010G135400","Sobic.001G142800,Sobic.001G142800","Seita.9G146100",""
"S.italica","Seita.9G146200",NA,"Fe,Mn,Co,Cd,Zn",NA,NA,NA,NA,"Inferred","AT4G19690","AT1G31260,AT4G19690","Medtr8g105030","","","GRMZM2G115190","Glyma.02G126000","Potri.010G134300,Potri.010G135400","Sobic.001G142900,Sobic.001G156800,Sobic.001G142900,Sobic.001G156800","Seita.9G146200",""
"S.italica","Seita.3G050000",NA,"Cd,As",NA,NA,NA,NA,"Inferred","AT4G23100","AT4G23100","Medtr8g098350","LOC_Os05g03820,LOC_Os07g27790","Traes_1BS_D3FD8CC9D","GRMZM2G020096,GRMZM2G111579","Glyma.05G207600,Glyma.08G014300","Potri.001G104500,Potri.003G126900","Sobic.009G029600,Sobic.009G029600","Seita.3G050000",""
"S.italica","Seita.2G118400",NA,"P",NA,NA,NA,NA,"Inferred","AT4G28610","AT2G20400,AT4G28610","Medtr7g098250","LOC_Os07g25710","Traes_3AS_6EEB8D2B2,Traes_3B_6780F56DD,Traes_3DS_0E0A747A1","GRMZM2G162409","Glyma.03G166400,Glyma.10G039700,Glyma.13G126200,Glyma.19G167500","","Sobic.002G121600,Sobic.002G121600","Seita.2G118400",""
"S.italica","Seita.9G416300",NA,"P",NA,NA,NA,NA,"Inferred","AT4G28610,LOC_Os03g21240,Traes_4AS_7220D33B3,Traes_4AS_7220D33B3","AT2G20400,AT4G28610","","LOC_Os03g21240","Traes_4AS_7220D33B3,Traes_4DL_2C27C34AF","GRMZM2G006477","Glyma.03G166400,Glyma.10G039700,Glyma.13G126200,Glyma.19G167500","Potri.002G257800,Potri.013G048000,Potri.019G020900","Sobic.001G384300,Sobic.001G384300","Seita.9G416300",""
"S.italica","Seita.5G259100",NA,"K",NA,NA,NA,NA,"Inferred","AT4G33000","AT4G33000","Medtr8g016170","LOC_Os01g39770","Traes_3AL_8456B7FB8,Traes_3B_A9E5C3905","GRMZM2G116584","Glyma.07G010800,Glyma.08G194000","Potri.006G230200","Sobic.003G196400,Sobic.003G196400","Seita.5G259100",""
"S.italica","Seita.4G253000",NA,"Zn",NA,NA,NA,NA,"Inferred","AT4G37270","AT4G37270","Medtr4g094985","LOC_Os06g47550","Traes_7BL_041308E74","GRMZM2G067853","Glyma.05G098800,Glyma.17G166800","Potri.007G049000","Sobic.010G240500,Sobic.010G240500","Seita.4G253000",""
"S.italica","Seita.9G039700",NA,"Zn",NA,NA,NA,NA,"Inferred","AT4G37270","AT4G37270","Medtr4g094985","","Traes_7BL_041308E74","","Glyma.05G098800,Glyma.17G166800","Potri.007G049000","","Seita.9G039700",""
"S.italica","Seita.5G006400",NA,"As,P",NA,NA,NA,NA,"Inferred","AT5G03455","AT5G03455","Medtr7g102310","","Traes_1DL_74A35C8D0","GRMZM2G011520","Glyma.19G185200","Potri.006G122700","","Seita.5G006400",""
"S.italica","Seita.8G097500",NA,"As,P",NA,NA,NA,NA,"Inferred","AT5G03455","AT5G03455","Medtr7g102310","","Traes_1DL_74A35C8D0","","Glyma.19G185200","Potri.006G122700","","Seita.8G097500",""
"S.italica","Seita.9G337000",NA,"As,P",NA,NA,NA,NA,"Inferred","AT5G03455","AT5G03455","Medtr7g102310","","Traes_1DL_74A35C8D0","GRMZM2G011520","Glyma.19G185200","Potri.006G122700","Sobic.001G308800,Sobic.001G308800","Seita.9G337000",""
"S.italica","Seita.9G574100",NA,"As,P",NA,NA,NA,NA,"Inferred","AT5G03455","AT5G03455","Medtr7g102310","LOC_Os03g01770","","","Glyma.19G185200","Potri.006G122700","Sobic.001G538600,Sobic.001G538600","Seita.9G574100",""
"S.italica","Seita.3G089200",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","LOC_Os11g04020","Traes_4AL_65E56F6F9,Traes_4BS_95007B0FF,Traes_4DS_BB4FCE298,Traes_5AL_9AA8A9036","","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","","Sobic.008G084800,Sobic.008G084800","Seita.3G089200",""
"S.italica","Seita.7G312000",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","LOC_Os11g04030,LOC_Os12g03860","Traes_5AL_37BFFFD9E,Traes_5DL_D338FB08C","GRMZM5G877788","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","","","Seita.7G312000",""
"S.italica","Seita.7G312300",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740,LOC_Os12g03899","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","LOC_Os11g04104,LOC_Os12g03899","Traes_4BS_1DCF82CB7","GRMZM2G115658","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","Potri.006G026200,Potri.008G010600,Potri.016G024400","Sobic.005G024800,Sobic.005G024800","Seita.7G312300",""
"S.italica","Seita.7G312500",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","","Traes_4AL_91C75CD5F,Traes_4DS_E99B50387,Traes_4DS_E99B503871","","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","Potri.006G026200,Potri.008G010600,Potri.016G024400","Sobic.008G015800,Sobic.008G015800","Seita.7G312500",""
"S.italica","Seita.8G020600",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","LOC_Os11g04030,LOC_Os12g03860","Traes_5AL_37BFFFD9E,Traes_5DL_D338FB08C","GRMZM5G877788","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","","Sobic.005G024700,Sobic.005G024700","Seita.8G020600",""
"S.italica","Seita.8G020800",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740,LOC_Os12g03899","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","LOC_Os11g04104,LOC_Os12g03899","Traes_4BS_1DCF82CB7","GRMZM2G115658","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","Potri.006G026200,Potri.008G010600,Potri.016G024400","Sobic.005G024800,Sobic.005G024800","Seita.8G020800",""
"S.italica","Seita.8G070700",NA,"Zn,Fe",NA,NA,NA,NA,"Inferred","AT5G13740","AT5G13740,AT5G13750","Medtr3g010820,Medtr3g010850,Medtr3g086440,Medtr8g042770,Medtr8g042780,Medtr8g042870,Medtr8g062990","","","","Glyma.04G124800,Glyma.06G313500,Glyma.06G313600,Glyma.06G313700,Glyma.13G186400,Glyma.13G186500,Glyma.13G186600,Glyma.13G186700,Glyma.15G224200","Potri.006G026200,Potri.008G010600,Potri.016G024400","Sobic.005G097900,Sobic.005G097900","Seita.8G070700",""
"S.italica","Seita.9G085500",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AT5G15410","AT5G15410","Medtr7g012260","LOC_Os03g55100","Traes_5BL_F6419E9D0","GRMZM2G074317,GRMZM5G858887","Glyma.08G241600,Glyma.18G263900","Potri.017G089800,Potri.017G089900","Sobic.001G083800,Sobic.001G083800","Seita.9G085500",""
"S.italica","Seita.1G112300",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT5G17290","AT5G17290","Medtr5g076920","LOC_Os02g02570","Traes_6AS_71E2F7AA0,Traes_6AS_D63283162,Traes_6BS_0C41C87D1","GRMZM2G098420","Glyma.02G240700,Glyma.14G210200","Potri.017G139700","Sobic.004G013600,Sobic.004G013600","Seita.1G112300",""
"S.italica","Seita.3G246000",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G18830","AT5G18830","Medtr2g020620","LOC_Os05g33810","Traes_1AL_C921492AA,Traes_1BL_8709BB152,Traes_1DL_93BCED372","GRMZM2G109354","Glyma.13G213400,Glyma.15G099400","Potri.008G197000,Potri.010G026200","Sobic.009G135000,Sobic.009G135000","Seita.3G246000",""
"S.italica","Seita.2G218500",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G20650","AT5G20650","Medtr1g015000,Medtr3g105330","LOC_Os09g26900","","GRMZM2G003179","Glyma.04G057000,Glyma.06G057400,Glyma.14G107100,Glyma.17G219400","Potri.006G219200","Sobic.001G353200,Sobic.001G353200","Seita.2G218500",""
"S.italica","Seita.4G221700",NA,"Na",NA,NA,NA,NA,"Inferred","AT5G35410","AT5G35410","Medtr4g114670","LOC_Os06g40370","Traes_7DL_85630E21D","GRMZM2G137569","Glyma.13G166100,Glyma.17G113700","Potri.006G068400,Potri.018G130500","Sobic.010G186300,Sobic.010G186300","Seita.4G221700",""
"S.italica","Seita.5G464300",NA,"Fe",NA,NA,NA,NA,"Inferred","AT5G42130","AT5G42130","Medtr6g034515","LOC_Os01g73420","","GRMZM2G047457","Glyma.02G084300","Potri.005G189600","Sobic.003G439100,Sobic.003G439100","Seita.5G464300",""
"S.italica","Seita.5G146100",NA,"Zn,Cd,As",NA,NA,NA,NA,"Inferred","AT5G44070","AT1G03980,AT5G44070","Medtr7g097190","","Traes_4DL_A6F0CFF85","","Glyma.03G165000,Glyma.19G166400","Potri.014G195800","","Seita.5G146100",""
"S.italica","Seita.5G146200",NA,"Zn,Cd,As",NA,NA,NA,NA,"Inferred","AT5G44070,LOC_Os06g01260","AT1G03980,AT5G44070","Medtr7g097190","LOC_Os06g01260","Traes_4DL_A6F0CFF85","GRMZM2G091228","Glyma.03G165000,Glyma.19G166400","Potri.014G195800","Sobic.003G024200,Sobic.003G024200","Seita.5G146200",""
"S.italica","Seita.1G014200",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","Medtr1g028370,Medtr3g091080,Medtr7g117310","","","GRMZM2G148118","Glyma.04G237400,Glyma.06G126600,Glyma.14G161600","Potri.012G002200,Potri.015G019100","Sobic.004G113400,Sobic.004G113400","Seita.1G014200",""
"S.italica","Seita.4G168400",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","Medtr1g028370,Medtr3g091080,Medtr7g117310","LOC_Os06g33570","Traes_7AL_73C8ED75D,Traes_7DL_EF8A95CB3","","Glyma.04G237400,Glyma.06G126600,Glyma.14G161600","Potri.012G002200,Potri.015G019100","Sobic.010G153700,Sobic.010G153700","Seita.4G168400",""
"S.italica","Seita.7G185000",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45860","AT5G24380,AT5G53550","Medtr0312s0020,Medtr1g007540,Medtr1g007580,Medtr3g092090","LOC_Os04g45860","Traes_2AL_CFCA01C76,Traes_2DL_131222AE2","GRMZM2G051179","Glyma.04G231900,Glyma.06G133000,Glyma.17G191300","Potri.012G024700","Sobic.006G164200,Sobic.006G164200","Seita.7G185000",""
"S.italica","Seita.7G185100",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","AT5G53550,LOC_Os04g45900","AT5G24380,AT5G53550","","LOC_Os04g45900","","GRMZM2G026391","","","Sobic.006G164300,Sobic.006G164300","Seita.7G185100",""
"S.italica","Seita.2G342600",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT5G54680","AT1G51070,AT5G54680","Medtr2g082640","LOC_Os07g35870","Traes_2AS_FE9AC4EDD,Traes_2BS_7190FAD1A","GRMZM2G058451","Glyma.06G266800,Glyma.12G136300,Glyma.12G214900,Glyma.13G286700","Potri.001G416600,Potri.011G132400","Sobic.002G329300,Sobic.002G329300","Seita.2G342600",""
"S.italica","Seita.6G069500",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT5G54680,LOC_Os08g04390","AT1G51070,AT5G54680","Medtr4g081370","LOC_Os08g04390","Traes_7DL_88B60203A","GRMZM2G017586,GRMZM2G093744","Glyma.06G266800,Glyma.12G136300,Glyma.12G214900,Glyma.13G286700","Potri.004G031800,Potri.011G031000","Sobic.007G033800,Sobic.007G033800","Seita.6G069500",""
"S.italica","Seita.6G072900",NA,"Cd",NA,NA,NA,NA,"Inferred","AT5G54810","AT4G27070,AT5G54810","Medtr3g049410,Medtr3g051120","LOC_Os08g04180","Traes_7AL_7C0CB1D06","GRMZM2G005024,GRMZM2G169593","Glyma.08G312300,Glyma.18G102800","Potri.001G420300,Potri.011G136000","Sobic.007G032000,Sobic.007G032000","Seita.6G072900",""
"S.italica","Seita.6G097100",NA,"Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,"Inferred","AT5G57620","AT5G57620","Medtr4g128670","LOC_Os08g15020","Traes_1AL_50CECDF43,Traes_1BL_02507996C","GRMZM2G011422","","Potri.006G170800,Potri.018G095900","Sobic.007G092300,Sobic.007G092300","Seita.6G097100",""
"S.italica","Seita.5G333000",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G59030","AT2G26975,AT3G46900,AT5G59030,AT5G59040","Medtr4g064963,Medtr4g065123,Medtr4g065660,Medtr7g066070","LOC_Os01g56420,LOC_Os05g35050","Traes_3B_6A81EC186","GRMZM2G042412","Glyma.07G141200,Glyma.11G134700,Glyma.18G191300","Potri.001G246000,Potri.006G093300,Potri.009G038700,Potri.009G038800","Sobic.003G310200,Sobic.003G310200","Seita.5G333000",""
"S.italica","Seita.5G333200",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G59030","AT2G26975,AT3G46900,AT5G59030,AT5G59040","Medtr4g064963,Medtr4g065123,Medtr4g065660,Medtr7g066070","","","","Glyma.07G141200,Glyma.11G134700,Glyma.18G191300","Potri.001G246000,Potri.006G093300,Potri.009G038700,Potri.009G038800","","Seita.5G333200",""
"S.italica","Seita.1G334300",NA,"K",NA,NA,NA,NA,"Inferred","AT5G64930","AT5G64930","Medtr3g094760","LOC_Os02g53070","Traes_6AL_E7EC461BD,Traes_6BL_D2DF38E7B,Traes_6DL_E3552E85E","GRMZM2G158811","Glyma.06G145800","Potri.005G083600,Potri.007G082100","Sobic.004G312100,Sobic.004G312100","Seita.1G334300",""
"S.italica","Seita.5G428700",NA,"K",NA,NA,NA,NA,"Inferred","AT5G64930","AT5G64930","Medtr3g094760","LOC_Os01g68970","Traes_3AL_2600CE5A9,Traes_3DL_738EEB08B","GRMZM2G032447","Glyma.06G145800","Potri.005G083600,Potri.007G082100","Sobic.003G402900,Sobic.003G402900","Seita.5G428700",""
"S.italica","Seita.2G100300",NA,"Fe,Mn,Cd",NA,NA,NA,NA,"Inferred","Medtr3g088460,LOC_Os07g15370","","Medtr3g088440,Medtr3g088460","LOC_Os07g15370","Traes_4AS_5D4904831,Traes_4DL_657E82F56","GRMZM2G147560","Glyma.06G115800","Potri.002G080400,Potri.002G080500,Potri.005G181000,Potri.005G181100","Sobic.002G095400,Sobic.002G095400","Seita.2G100300",""
"S.italica","Seita.5G088300",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G16310,AT1G79520","Medtr2g064405,Medtr8g046550","LOC_Os01g03914","Traes_3B_2BC989BE8","AC182482.3_FG003","Glyma.08G164800,Glyma.09G099500,Glyma.15G262300,Glyma.15G262400","Potri.008G083600,Potri.010G172700,Potri.010G172800,Potri.010G172900","Sobic.003G086300,Sobic.003G086300","Seita.5G088300",""
"S.italica","Seita.5G024400",NA,"Na",NA,NA,NA,NA,"Inferred","LOC_Os01g20160,GRMZM2G047616","","","LOC_Os01g20160","","GRMZM2G047616","Glyma.06G271600,Glyma.12G133400","","","Seita.5G024400",""
"S.italica","Seita.5G192900",NA,"Na",NA,NA,NA,NA,"Inferred","LOC_Os01g20160,Traes_4DL_3F8034BFD,Traes_4DL_3F8034BFD,GRMZM2G047616","","","LOC_Os01g20160","Traes_4DL_3F8034BFD","GRMZM2G047616","Glyma.06G271600,Glyma.12G133400","","Sobic.003G145800,Sobic.003G145800","Seita.5G192900",""
"S.italica","Seita.5G244400",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","AT2G26650","Medtr4g113530","LOC_Os01g45990","Traes_3AL_D426C4603,Traes_3B_1795B9E0B,Traes_3DL_8D6F782B1","GRMZM2G171279","Glyma.05G010600,Glyma.17G118300","Potri.006G154600,Potri.018G071400","Sobic.003G237900,Sobic.003G237900","Seita.5G244400",""
"S.italica","Seita.5G390600",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os01g64250","AT3G54290","Medtr1g050385,Medtr1g111960","LOC_Os01g64250","Traes_3B_1943DBE89","GRMZM2G141647","Glyma.10G111100,Glyma.10G278400,Glyma.20G111300","Potri.008G019700,Potri.010G239700","Sobic.003G364900,Sobic.003G364900","Seita.5G390600",""
"S.italica","Seita.5G394800",NA,"Mg,Na",NA,NA,NA,NA,"Inferred","LOC_Os01g64890","AT3G19640","Medtr5g005240","LOC_Os01g64890","Traes_3B_4AF155431","","Glyma.01G242000,Glyma.11G002200","","Sobic.003G369600,Sobic.003G369600","Seita.5G394800",""
"S.italica","Seita.1G082100",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os02g06290","","","LOC_Os02g06290","Traes_6AS_A137671B1,Traes_6DS_98585F07B","GRMZM2G303374","","","Sobic.004G046400,Sobic.004G046400","Seita.1G082100",""
"S.italica","Seita.1G049200",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g10290","","Medtr8g012390","LOC_Os02g10290","Traes_6AS_6F306F27E,Traes_6DS_26C5A0A44","GRMZM2G029951","Glyma.03G086000,Glyma.16G088300","Potri.001G019100","Sobic.004G079900,Sobic.004G079900","Seita.1G049200",""
"S.italica","Seita.1G025100",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os02g13870","AT4G18910,AT4G19030","Medtr2g017570,Medtr2g017590,Medtr2g017610,Medtr2g017620,Medtr8g087710,Medtr8g087720","LOC_Os02g13870","Traes_7DS_A92314B8C","GRMZM2G041980","Glyma.05G162500,Glyma.05G162600,Glyma.08G120100,Glyma.08G120200,Glyma.13G224900,Glyma.15G087300","Potri.004G063000,Potri.011G072100","Sobic.004G102200,Sobic.004G102200","Seita.1G025100",""
"S.italica","Seita.1G254100",NA,"Fe,Mn",NA,NA,NA,NA,"Inferred","LOC_Os02g43370","","","LOC_Os02g43370","Traes_6DL_AA95B2246","","","","","Seita.1G254100",""
"S.italica","Seita.1G254300",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os02g43410","","","LOC_Os02g43410","Traes_1AL_C6A0E255E,Traes_1BL_CA93E6359,Traes_1DL_7E5ED8683,Traes_6AL_E36FCEF64","GRMZM2G156599","","","Sobic.004G299500,Sobic.004G299500","Seita.1G254300",""
"S.italica","Seita.1G318800",NA,"Se",NA,NA,NA,NA,"Inferred","LOC_Os02g51110","","Medtr7g010650","LOC_Os02g51110","Traes_6AL_4956852E0,Traes_6DL_481276D28","GRMZM2G028325","Glyma.09G238200,Glyma.18G259500","Potri.017G083300","Sobic.004G238100,Sobic.004G238100","Seita.1G318800",""
"S.italica","Seita.1G337100",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os02g53490","","","LOC_Os02g53490","","GRMZM5G862882","","","Sobic.004G315400,Sobic.004G315400","Seita.1G337100",""
"S.italica","Seita.9G538500",NA,"Se",NA,NA,NA,NA,"Inferred","LOC_Os03g05640","","","LOC_Os03g05620,LOC_Os03g05640","Traes_4BL_8A75B60E2","GRMZM2G070087","","","Sobic.001G502000,Sobic.001G502000","Seita.9G538500",""
"S.italica","Seita.9G509800",NA,"Fe,Zn",NA,NA,NA,NA,"Inferred","LOC_Os03g09140","","","LOC_Os03g09140","Traes_4AL_884E74F51,Traes_4BL_8E9618E24","AC166636.1_FG008","","","Sobic.001G474200,Sobic.001G474200","Seita.9G509800",""
"S.italica","Seita.9G437700",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os03g18550","AT1G07030,AT2G30160","Medtr5g073040","LOC_Os03g18550","Traes_4DL_7B2F68152","GRMZM2G032182,GRMZM2G053908","Glyma.02G231200,Glyma.14G198800","Potri.001G282400,Potri.009G077600,Potri.016G125200","Sobic.001G403700,Sobic.001G403700","Seita.9G437700",""
"S.italica","Seita.7G082300",NA,"Cs",NA,NA,NA,NA,"Inferred","LOC_Os04g32920","","","LOC_Os04g32920","Traes_2AL_987F244D2,Traes_2BL_D0C7517E1,Traes_4AL_FF208A87A,Traes_4DL_496B8485B","GRMZM2G093826","","","Sobic.006G061300,Sobic.006G061300","Seita.7G082300",""
"S.italica","Seita.7G082700",NA,"Cs",NA,NA,NA,NA,"Inferred","LOC_Os04g32920","","","LOC_Os04g32920","Traes_2AL_987F244D2,Traes_2BL_D0C7517E1,Traes_4AL_FF208A87A,Traes_4DL_496B8485B","","","","","Seita.7G082700",""
