"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.ortholog.species","Tissue","Comments","Primary/Inferred","Inferred.from.","A.thaliana orthologs","M.truncatula orthologs","O.sativa orthologs","T.aestivum orthologs","Z.mays orthologs","G.max orthologs","P.trichocarpa orthologs","S.bicolor orthologs","S.italica orthologs","S.viridis orthologs"
"V.vinifera","GSVIVG01034621001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT3G56970,AT3G56980","AT3G56980,AT2G41240,AT3G56970","","LOC_Os01g72370","Traes_2AL_ACBAA6A31,Traes_2DL_865346DA2,Traes_3AL_F577372C1,Traes_3B_2A12B8F93,Traes_2BL_00608F8D6,Traes_3DL_886A895A4,Traes_3B_089C0C2EB,Traes_3AL_95403ABBA","GRMZM2G057413,AC193786.3_FG005","Glyma.03G130600,Glyma.19G132500,Glyma.03G130400","","Sobic.003G428800","Seita.9G469400,Seita.5G455700","Sevir.5G462400,Sevir.9G473100"
"V.vinifera","GSVIVG01033471001",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G58060","AT3G58060","","","","","","","","",""
"V.vinifera","GSVIVG01025383001",NA,"Mn",NA,NA,NA,NA,"Inferred","AT3G58060,LOC_Os03g12530","AT3G58060","Medtr3g062610","LOC_Os03g12530","Traes_4DL_84BDB65D9,Traes_4AS_B5D20D324","GRMZM2G118497","","Potri.001G010300","Sobic.001G445000","Seita.9G478600","Sevir.9G482200"
"V.vinifera","GSVIVG01022826001",NA,"Mg",NA,NA,NA,NA,"Inferred","AT3G58970","AT3G58970","Medtr8g088670","LOC_Os10g39790","Traes_1DL_CDEA09786,Traes_1AL_B39515B38","GRMZM2G145794,GRMZM2G453832","Glyma.05G168200,Glyma.08G126600","Potri.006G081700","Sobic.001G309400","Seita.9G337700","Sevir.9G341300"
"V.vinifera","GSVIVG01001155001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT4G02780","AT4G02780","Medtr7g011663,Medtr7g011770","LOC_Os02g17780","Traes_7DL_02E7F7D6A,Traes_1BS_8A9B3CE82,Traes_7AL_151CAA335,Traes_1DS_CD37D3A95,Traes_7DL_211D5CA44","GRMZM2G044481,GRMZM2G081554","Glyma.03G154700","Potri.002G052100","Sobic.001G248600","Seita.9G262400,Seita.9G351400","Sevir.9G265300,Sevir.9G357500"
"V.vinifera","GSVIVG01001153001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT4G02780","AT4G02780","Medtr7g011663,Medtr7g011770","LOC_Os02g17780","Traes_7DL_02E7F7D6A,Traes_1BS_8A9B3CE82,Traes_7AL_151CAA335,Traes_1DS_CD37D3A95,Traes_7DL_211D5CA44","GRMZM2G044481,GRMZM2G081554","Glyma.03G154700","","Sobic.001G248600","Seita.9G262400,Seita.9G351400","Sevir.9G265300,Sevir.9G357500"
"V.vinifera","GSVIVG01010922001",NA,"Na",NA,NA,NA,NA,"Inferred","AT4G10310,Traes_4DL_3F8034BFD,GRMZM2G047616","AT4G10310","Medtr6g092820,Medtr6g092940,Medtr6g092840","LOC_Os02g07830","Traes_4DL_3F8034BFD","GRMZM2G047616","Glyma.01G002300,Glyma.07G130100,Glyma.12G133400,Glyma.06G271600","","Sobic.003G145800","Seita.1G068700","Sevir.5G023200,Sevir.5G195200"
"V.vinifera","GSVIVG01010919001",NA,"Na",NA,NA,NA,NA,"Inferred","AT4G10310,Traes_4DL_3F8034BFD,GRMZM2G047616","AT4G10310","Medtr6g092820,Medtr6g092940,Medtr6g092840","LOC_Os02g07830","Traes_4DL_3F8034BFD","GRMZM2G047616","Glyma.01G002300,Glyma.07G130100,Glyma.12G133400,Glyma.06G271600","","Sobic.003G145800","Seita.1G068700","Sevir.5G023200,Sevir.5G195200"
"V.vinifera","GSVIVG01010937001",NA,"Na",NA,NA,NA,NA,"Inferred","AT4G10310,Traes_4DL_3F8034BFD,GRMZM2G047616","AT4G10310","","LOC_Os02g07830","Traes_4DL_3F8034BFD","GRMZM2G047616","Glyma.01G002300,Glyma.07G130100,Glyma.12G133400,Glyma.06G271600","Potri.018G132200","Sobic.003G145800","Seita.1G068700","Sevir.1G067600"
"V.vinifera","GSVIVG01010921001",NA,"Na",NA,NA,NA,NA,"Inferred","AT4G10310,Traes_4DL_3F8034BFD,GRMZM2G047616","AT4G10310","Medtr6g092820,Medtr6g092940,Medtr6g092840","LOC_Os02g07830","Traes_4DL_3F8034BFD","GRMZM2G047616","Glyma.01G002300,Glyma.07G130100,Glyma.12G133400,Glyma.06G271600","","Sobic.003G145800","Seita.1G068700","Sevir.5G023200,Sevir.5G195200"
"V.vinifera","GSVIVG01019729001",NA,"B",NA,NA,NA,NA,"Inferred","AT4G10380,GRMZM2G176209","AT4G10380","Medtr1g097840","LOC_Os10g36924","Traes_1BL_CC64CA41E,Traes_1AL_0912DED70","GRMZM2G176209","Glyma.20G170400,Glyma.10G221100","","Sobic.001G195800","Seita.9G193500","Sevir.9G193400"
"V.vinifera","GSVIVG01011951001",NA,"Rb,Cs,K",NA,NA,NA,NA,"Inferred","AT4G13420,GRMZM2G084779","AT4G13420","Medtr8g088200,Medtr4g099260","LOC_Os01g70490","Traes_3DL_598708C12,Traes_3DL_E912993A9,Traes_3AL_9E0B84E84,Traes_3AL_6B9D38F0F,Traes_3B_75C958395","GRMZM2G084779","Glyma.03G264100,Glyma.19G263100,Glyma.07G042500","Potri.T134000,Potri.001G069600,Potri.001G045200","Sobic.003G413600,Sobic.003G413700","Seita.5G439500","Sevir.5G446100"
"V.vinifera","GSVIVG01005133001",NA,"Fe,Cd",NA,NA,NA,NA,"Inferred","AT4G16370","AT4G16370","Medtr4g133968","LOC_Os03g54000","","GRMZM2G421491","Glyma.17G006100,Glyma.07G267800","Potri.016G006500","Sobic.001G087700","Seita.9G090100","Sevir.9G088600"
"V.vinifera","GSVIVG01019757001",NA,"Cd,As",NA,NA,NA,NA,"Inferred","AT4G23100","AT4G23100","Medtr8g098350","LOC_Os05g03820,LOC_Os07g27790","Traes_1BS_D3FD8CC9D,Traes_1DS_EFDF9CB72","GRMZM2G020096,GRMZM2G111579","Glyma.08G014300","","Sobic.009G029600","Seita.3G050000","Sevir.3G050100"
"V.vinifera","GSVIVG01019645001",NA,"Fe,Zn,Cu,Mn",NA,NA,NA,NA,"Inferred","AT4G24120,LOC_Os02g43370,LOC_Os02g43410,LOC_Os04g45860,LOC_Os04g45900","AT4G24120","","LOC_Os02g43370,LOC_Os04g45860,LOC_Os04g45900,LOC_Os02g43410","Traes_2AL_CFCA01C76,Traes_2DL_8C4BFA3CB,Traes_2AL_2F91AF932,Traes_2DL_131222AE2,Traes_2BL_6C5206B6D","GRMZM2G051179,GRMZM2G156599,GRMZM2G135291,GRMZM2G026391","","","Sobic.006G164200,Sobic.004G299500,Sobic.006G164300","Seita.7G185100,Seita.7G185000","Sevir.7G195200,Sevir.7G195100"
"V.vinifera","GSVIVG01028403001",NA,"P",NA,NA,NA,NA,"Inferred","AT4G28610,LOC_Os03g21240","AT4G28610","Medtr7g098250","LOC_Os03g21240,LOC_Os07g25710","Traes_4DL_2C27C34AF","GRMZM2G006477","Glyma.19G167500,Glyma.03G166400","","Sobic.001G384300","Seita.2G118400,Seita.9G416300","Sevir.9G420400"
"V.vinifera","GSVIVG01035369001",NA,"K",NA,NA,NA,NA,"Inferred","AT4G33000","AT4G33000","Medtr1g016430","LOC_Os01g39770","Traes_3AL_8456B7FB8,Traes_3B_29245B3401,Traes_3B_A9E5C3905,Traes_3B_29245B340","GRMZM2G116584","","","Sobic.003G196400","Seita.5G259100","Sevir.5G210300"
"V.vinifera","GSVIVG01035370001",NA,"K",NA,NA,NA,NA,"Inferred","AT4G33000","AT4G33000","Medtr1g016430","LOC_Os01g39770","Traes_3AL_8456B7FB8,Traes_3B_29245B3401,Traes_3B_A9E5C3905,Traes_3B_29245B340","GRMZM2G116584","","","Sobic.003G196400","Seita.5G259100","Sevir.5G210300"
"V.vinifera","GSVIVG01000217001",NA,"Zn",NA,NA,NA,NA,"Inferred","AT4G37270","AT4G37270","Medtr4g094985","LOC_Os06g47550","Traes_7DL_271C7BED5,Traes_7BL_041308E74,Traes_7AL_84D5BAE85","GRMZM2G067853","Glyma.05G098800,Glyma.17G166800","","Sobic.010G240500","Seita.9G039700,Seita.4G253000","Sevir.4G265200"
"V.vinifera","GSVIVG01033661001",NA,"As,P",NA,NA,NA,NA,"Inferred","AT5G03455","AT5G03455","Medtr7g102310","LOC_Os03g01770","Traes_1DL_74A35C8D0,Traes_1BL_5B14A32F3","GRMZM2G011520","Glyma.19G185200","Potri.006G122700","Sobic.001G538600,Sobic.001G308800","Seita.8G097500,Seita.5G006400,Seita.9G337000,Seita.9G574100","Sevir.9G340600,Sevir.6G149500,Sevir.9G577800"
"V.vinifera","GSVIVG01011487001",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AT5G15410","AT5G15410","Medtr7g012260","LOC_Os03g55100","Traes_5BL_F6419E9D0","GRMZM2G074317,GRMZM5G858887","","","Sobic.001G083800","Seita.9G085500","Sevir.9G083800"
"V.vinifera","GSVIVG01013049001",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT5G17290","AT5G17290","Medtr5g076920","LOC_Os02g02570","Traes_6AS_D63283162,Traes_6BS_0C41C87D1,Traes_6AS_71E2F7AA0","GRMZM2G098420","","Potri.017G139700","Sobic.004G013600","Seita.1G112300","Sevir.1G112000"
"V.vinifera","GSVIVG01017835001",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G18830","AT5G18830","Medtr2g020620","LOC_Os05g33810","Traes_1AL_C921492AA,Traes_1BL_8709BB152,Traes_1DL_93BCED372","GRMZM2G109354","Glyma.15G099400","Potri.008G197000,Potri.010G026200","Sobic.009G135000","Seita.3G246000","Sevir.3G251900"
"V.vinifera","GSVIVG01015065001",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G20650","AT5G20650","Medtr1g015000","LOC_Os09g26900","","GRMZM2G003179","Glyma.17G219400,Glyma.14G107100,Glyma.04G057000,Glyma.06G057400","Potri.006G219200","Sobic.002G215800,Sobic.001G353200","Seita.2G218500","Sevir.2G228000"
"V.vinifera","GSVIVG01015549001",NA,"Na",NA,NA,NA,NA,"Inferred","AT5G35410","AT5G35410","Medtr4g114670","LOC_Os06g40370","","GRMZM2G171507,GRMZM2G137569","Glyma.17G113700","Potri.018G130500","Sobic.010G186300","Seita.4G221700","Sevir.4G231900"
"V.vinifera","GSVIVG01001666001",NA,"Fe",NA,NA,NA,NA,"Inferred","AT5G42130","AT5G42130","Medtr6g034515","LOC_Os01g73420","","GRMZM2G047457","Glyma.02G084300","Potri.005G189600","Sobic.003G439100","Seita.5G464300","Sevir.5G470600"
"V.vinifera","GSVIVG01028369001",NA,"Zn,Cd,As",NA,NA,NA,NA,"Inferred","AT5G44070,LOC_Os06g01260","AT5G44070,AT1G03980","Medtr7g097190","LOC_Os06g01260","Traes_4DL_A6F0CFF85,Traes_7AS_1E2FE9F98,Traes_7DS_E848BACC2,Traes_7BS_9927262C2","GRMZM2G091228","Glyma.03G165000,Glyma.19G166400","","Sobic.003G024300,Sobic.003G024200","Seita.5G146100,Seita.5G146200","Sevir.5G144700,Sevir.5G144600"
"V.vinifera","GSVIVG01028711001",NA,"Pb",NA,NA,NA,NA,"Inferred","AT5G53130","AT5G53130","Medtr3g091080","LOC_Os06g33570","","GRMZM2G148118","Glyma.14G161600","","Sobic.004G113400,Sobic.004G113300,Sobic.010G153700","Seita.4G168400,Seita.1G014200","Sevir.4G136300,Sevir.1G014200"
"V.vinifera","GSVIVG01030640001",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT5G54680","AT5G54680","","LOC_Os07g35870","Traes_7DL_88B60203A","GRMZM2G017586,GRMZM2G069630,GRMZM2G093744","","","Sobic.007G033800","Seita.2G342600","Sevir.6G068300"
"V.vinifera","GSVIVG01014589001",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AT5G54680","AT5G54680","Medtr4g081370","LOC_Os07g35870","Traes_2BS_7190FAD1A,Traes_2DS_B05DDA181,Traes_2AS_FE9AC4EDD","GRMZM2G058451","","Potri.001G416600,Potri.011G132400","Sobic.002G329300","Seita.2G342600","Sevir.2G352900"
"V.vinifera","GSVIVG01001997001",NA,"Cd",NA,NA,NA,NA,"Inferred","AT5G54810","AT4G27070,AT5G54810","Medtr3g049410,Medtr3g051120","LOC_Os08g04180","Traes_7DL_B73A0C80B,Traes_7AL_7C0CB1D06,Traes_7BL_28E519867","GRMZM2G169593,GRMZM2G005024","Glyma.18G102800,Glyma.08G312300","Potri.001G420300","Sobic.007G032000","Seita.6G072900","Sevir.6G072000"
"V.vinifera","GSVIVG01029145001",NA,"Li,B,Na,Mg,K,Ca,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Mo,Cd",NA,NA,NA,NA,"Inferred","AT5G57620","AT5G57620","Medtr4g128670","LOC_Os08g15020","Traes_5BL_C1D4586B1","GRMZM2G015021,GRMZM5G848185","Glyma.13G094400,Glyma.17G065800","Potri.006G170800,Potri.018G095900","Sobic.007G092300","Seita.6G097100","Sevir.6G105000"
"V.vinifera","GSVIVG01024841001",NA,"Cu",NA,NA,NA,NA,"Inferred","AT5G59030","AT2G26975,AT5G59030,AT3G46900","Medtr4g065123,Medtr4g065660,Medtr4g064963","LOC_Os05g35050,LOC_Os01g56430,LOC_Os01g56420","","GRMZM2G042412","Glyma.11G134700","Potri.009G038800,Potri.001G246000,Potri.009G038700","Sobic.003G310200","Seita.5G333000,Seita.5G333200","Sevir.5G337400,Sevir.5G337200"
"V.vinifera","GSVIVG01022215001",NA,"K",NA,NA,NA,NA,"Inferred","AT5G64930","AT5G64930","Medtr3g094760","LOC_Os02g53070,LOC_Os01g68970","Traes_3AL_2600CE5A9,Traes_6DL_E3552E85E,Traes_6AL_E7EC461BD,Traes_3B_1B505B455,Traes_3DL_738EEB08B","GRMZM2G158811,GRMZM2G032447","","Potri.005G083600","Sobic.004G312100,Sobic.003G402900","Seita.5G428700,Seita.1G334300","Sevir.1G340900,Sevir.5G434600"
"V.vinifera","GSVIVG01008827001",NA,"Fe,Mn,Cd",NA,NA,NA,NA,"Inferred","Medtr3g088460,LOC_Os07g15370","","Medtr3g088460","LOC_Os07g15370","Traes_4DL_657E82F56,Traes_4AS_5D4904831","GRMZM2G366919","Glyma.06G115800","Potri.005G181100,Potri.002G080500,Potri.005G181000,Potri.002G080400","Sobic.002G095600,Sobic.002G095400","Seita.2G100300","Sevir.2G103000"
"V.vinifera","GSVIVG01024865001",NA,"Zn",NA,NA,NA,NA,"Inferred","Medtr4g064893","AT2G29410","Medtr4g064893","","","","Glyma.12G059000,Glyma.11G135500","Potri.001G245800","","",""
"V.vinifera","GSVIVG01026252001",NA,"Zn",NA,NA,NA,NA,"Inferred","Medtr4g083570","AT1G31260","Medtr4g083570","","Traes_4DS_F565A7C50,Traes_4AL_9F6B106F3,Traes_4AL_9D79BE8FB,Traes_4BS_6527BBD54","GRMZM2G115190,GRMZM2G118821","Glyma.20G022500,Glyma.07G223200","Potri.015G117700,Potri.015G117900","Sobic.001G142800,Sobic.001G142900,Sobic.001G156800","Seita.9G146100","Sevir.9G144800,Sevir.9G144700"
"V.vinifera","GSVIVG01036746001",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","","Medtr3g080090","LOC_Os01g03914","Traes_3AS_4988A011D,Traes_3B_2BC989BE8","","Glyma.09G122600","Potri.010G172700","Sobic.003G086300","Seita.5G088300","Sevir.5G086900"
"V.vinifera","GSVIVG01026116001",NA,"Mn",NA,NA,NA,NA,"Inferred","LOC_Os01g03914","AT1G79520,AT1G16310","Medtr2g064405,Medtr8g046550","LOC_Os01g03914","Traes_3AS_4988A011D,Traes_3B_2BC989BE8","","Glyma.15G262300,Glyma.15G262400,Glyma.08G164800","Potri.010G172800","Sobic.003G086300","Seita.5G088300","Sevir.5G086900"
"V.vinifera","GSVIVG01035801001",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","","","LOC_Os01g45990","Traes_3B_1795B9E0B,Traes_3DL_8D6F782B1,Traes_3AL_D426C4603","GRMZM2G171279,GRMZM2G022915","","","Sobic.003G237900","Seita.5G244400","Sevir.5G252300"
"V.vinifera","GSVIVG01015479001",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os01g45990","AT2G26650","Medtr4g113530","LOC_Os01g45990","Traes_3B_1795B9E0B,Traes_3DL_8D6F782B1,Traes_3AL_D426C4603","GRMZM2G171279,GRMZM2G022915","Glyma.05G010600","Potri.018G071400,Potri.006G154600","Sobic.003G237900","Seita.5G244400","Sevir.5G252300"
"V.vinifera","GSVIVG01010724001",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os01g64250","AT3G54290","Medtr1g050385,Medtr1g111960","LOC_Os01g64250","Traes_3B_1943DBE89,Traes_3AL_634A11206","GRMZM2G141647,AC232238.2_FG008","Glyma.10G278400,Glyma.10G111100,Glyma.20G111300","Potri.010G239700,Potri.008G019700","Sobic.003G364900","Seita.5G390600","Sevir.5G395800"
"V.vinifera","GSVIVG01025299001",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g10290","","Medtr8g012390","LOC_Os02g10290","Traes_6BS_A8B960E60,Traes_6DS_26C5A0A44,Traes_6AS_6F306F27E","GRMZM2G029951","Glyma.16G088300","Potri.001G019100","Sobic.004G079900","Seita.1G049200","Sevir.1G048900"
"V.vinifera","GSVIVG01021274001",NA,"As",NA,NA,NA,NA,"Inferred","LOC_Os02g13870","AT4G19030,AT4G18910","Medtr8g087710,Medtr2g017590,Medtr8g087720,Medtr2g017610,Medtr2g017570","LOC_Os02g13870","Traes_7DS_A92314B8C","GRMZM2G041980","Glyma.13G224900,Glyma.15G087300,Glyma.08G120200,Glyma.05G162600","Potri.011G072100,Potri.004G063000","Sobic.004G102200","Seita.1G025100","Sevir.1G025500"
"V.vinifera","GSVIVG01038611001",NA,"Fe,Mn,Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g43370,LOC_Os02g43410,LOC_Os04g45860,LOC_Os04g45900","","Medtr1g007580,Medtr3g092090","LOC_Os02g43370,LOC_Os04g45860,LOC_Os04g45900,LOC_Os02g43410","","GRMZM2G051179,GRMZM2G156599,GRMZM2G135291,GRMZM2G026391","Glyma.17G191300","","Sobic.006G164200,Sobic.004G299500,Sobic.006G164300","",""
"V.vinifera","GSVIVG01019646001",NA,"Fe,Mn,Cu",NA,NA,NA,NA,"Inferred","LOC_Os02g43370,LOC_Os02g43410,LOC_Os04g45860,LOC_Os04g45900","","","LOC_Os02g43370,LOC_Os04g45860,LOC_Os04g45900,LOC_Os02g43410","Traes_2AL_CFCA01C76,Traes_2DL_8C4BFA3CB,Traes_2AL_2F91AF932,Traes_2DL_131222AE2,Traes_2BL_6C5206B6D","GRMZM2G051179,GRMZM2G156599,GRMZM2G135291,GRMZM2G026391","","","Sobic.006G164200,Sobic.004G299500,Sobic.006G164300","Seita.7G185100,Seita.7G185000","Sevir.7G195200,Sevir.7G195100"
"V.vinifera","GSVIVG01011407001",NA,"Se",NA,NA,NA,NA,"Inferred","LOC_Os02g51110","","Medtr7g010650","LOC_Os06g12310,LOC_Os02g51110","Traes_7BS_721120525,Traes_7DS_695861FED,Traes_6DL_481276D28,Traes_7AS_8344D4F43,Traes_6AL_4956852E0","GRMZM2G081239,GRMZM2G137108,GRMZM2G082184,GRMZM2G028325","Glyma.09G238200","Potri.017G083300","Sobic.004G238100,Sobic.010G092600","Seita.1G318800,Seita.4G098700","Sevir.4G097800,Sevir.1G325000"
"V.vinifera","GSVIVG01024642001",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os03g18550","AT2G30160,AT1G07030","Medtr5g073040","LOC_Os03g18550","Traes_4DL_7B2F68152","GRMZM2G053908,GRMZM2G032182","Glyma.02G231200,Glyma.14G198800","Potri.009G077600","Sobic.001G403700","Seita.9G437700","Sevir.9G441600"
"V.vinifera","GSVIVG01023401001",NA,"P",NA,NA,NA,NA,"Inferred","LOC_Os03g21240","","","LOC_Os03g21240,LOC_Os07g25710","Traes_4DL_2C27C34AF","GRMZM2G006477","","Potri.013G048000,Potri.019G020900","Sobic.001G384300","Seita.2G118400,Seita.9G416300","Sevir.9G420400"
"V.vinifera","GSVIVG01019769001",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os04g46940","","Medtr8g079250,Medtr5g010420","LOC_Os04g46940","","GRMZM2G143512,GRMZM2G144083","Glyma.19G140000,Glyma.08G013600","Potri.003G125700,Potri.001G105800","Sobic.006G173800,Sobic.006G173700","Seita.7G193900,Seita.7G194000","Sevir.7G205900,Sevir.7G206000"
"V.vinifera","GSVIVG01017118001",NA,"P",NA,NA,NA,NA,"Inferred","LOC_Os06g05160","AT3G15990","Medtr4g011970,Medtr2g102243","LOC_Os06g05160","","GRMZM2G444801","Glyma.13G360000,Glyma.15G014000","Potri.003G056200","Sobic.010G033800","Seita.4G032500","Sevir.4G031300"
"V.vinifera","GSVIVG01015412001",NA,"P",NA,NA,NA,NA,"Inferred","LOC_Os06g05160","","","LOC_Os06g05160","","GRMZM2G444801","","","Sobic.010G033800","Seita.4G032500","Sevir.4G031300"
"V.vinifera","GSVIVG01003486001",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","AT5G55630","","LOC_Os03g54100,LOC_Os07g01810","Traes_5BL_12780666F,Traes_5DL_A98953CFA","GRMZM2G351347","","Potri.016G007200","","Seita.9G089400,Seita.7G288300,Seita.9G089200","Sevir.9G087900,Sevir.8G124600"
"V.vinifera","GSVIVG01014661001",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","","Medtr5g095650","LOC_Os03g54100,LOC_Os07g01810","","GRMZM2G351347","Glyma.02G299700","","Sobic.001G086900","Seita.9G089400,Seita.7G288300,Seita.9G089200","Sevir.9G087900,Sevir.8G124600"
"V.vinifera","GSVIVG01014660001",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","","Medtr5g095650","LOC_Os03g54100,LOC_Os07g01810","","GRMZM2G351347","Glyma.02G299700","","Sobic.001G086900","Seita.9G089400,Seita.7G288300,Seita.9G089200",""
"V.vinifera","GSVIVG01003490001",NA,"K",NA,NA,NA,NA,"Inferred","LOC_Os07g01810","AT5G55630","","LOC_Os03g54100,LOC_Os07g01810","Traes_5BL_12780666F,Traes_5DL_A98953CFA","GRMZM2G351347","","Potri.016G007200","","Seita.9G089400,Seita.7G288300,Seita.9G089200","Sevir.9G087900,Sevir.8G124600"
"V.vinifera","GSVIVG01034664001",NA,"P",NA,NA,NA,NA,"Inferred","LOC_Os07g09000","AT3G52190","Medtr1g090873","LOC_Os07g09000","Traes_7BL_48A3E8A28,Traes_7AL_C16365A45,Traes_7DL_53DB0C6B3","GRMZM2G312091,GRMZM2G158489","Glyma.10G200200,Glyma.20G190300","Potri.010G232400,Potri.008G029200","Sobic.002G060900,Sobic.001G054000","Seita.9G052300,Seita.2G065200","Sevir.2G068500,Sevir.9G051400"
"V.vinifera","GSVIVG01008829001",NA,"Fe,Mn,Cd",NA,NA,NA,NA,"Inferred","LOC_Os07g15370","","","LOC_Os07g15370","Traes_4DL_657E82F56,Traes_4AS_5D4904831","GRMZM2G366919","","","Sobic.002G095600,Sobic.002G095400","Seita.2G100300","Sevir.2G103000"
"V.vinifera","GSVIVG01034760001",NA,"Cu",NA,NA,NA,NA,"Inferred","LOC_Os08g10480","AT3G56240","Medtr1g092670","LOC_Os08g10480","Traes_7AL_4C5A18F7C,Traes_7DL_4B6FAFD6B","","Glyma.10G203200,Glyma.20G187100","Potri.010G236500,Potri.008G023800","Sobic.008G179500","Seita.8G110600","Sevir.8G115200"
"V.vinifera","GSVIVG01027385001",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os12g03899","AT5G13750","Medtr8g062990,Medtr3g010850,Medtr8g042770,Medtr8g042780,Medtr3g010820,Medtr3g086440,Medtr8g042870","LOC_Os12g03899,LOC_Os12g03860,LOC_Os11g04020,LOC_Os11g04104,LOC_Os11g04030","Traes_4AL_4231650FC,Traes_4DS_9033E70FF,Traes_4BS_1DCF82CB7,Traes_4AL_5C7A4DA54","GRMZM2G115658,GRMZM2G336448,GRMZM2G141081","Glyma.13G186700,Glyma.15G224200,Glyma.04G124800","","Sobic.008G015800,Sobic.005G024900,Sobic.005G024700,Sobic.008G015700,Sobic.005G024800,Sobic.005G097900","Seita.8G020800,Seita.7G312300,Seita.8G070700,Seita.7G312500","Sevir.8G071400,Sevir.7G322400,Sevir.3G091300,Sevir.8G023400,Sevir.8G023200"
"V.vinifera","GSVIVG01027394001",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os12g03899","AT5G13750","Medtr8g062990,Medtr3g010850,Medtr8g042770,Medtr8g042780,Medtr3g010820,Medtr3g086440,Medtr8g042870","LOC_Os12g03899,LOC_Os12g03860,LOC_Os11g04020,LOC_Os11g04104,LOC_Os11g04030","Traes_4AL_4231650FC,Traes_4DS_9033E70FF,Traes_4BS_1DCF82CB7,Traes_4AL_5C7A4DA54","GRMZM2G115658,GRMZM2G336448,GRMZM2G141081","Glyma.13G186700,Glyma.15G224200,Glyma.04G124800","","Sobic.008G015800,Sobic.005G024900,Sobic.005G024700,Sobic.008G015700,Sobic.005G024800,Sobic.005G097900","Seita.8G020800,Seita.7G312300,Seita.8G070700,Seita.7G312500","Sevir.8G071400,Sevir.7G322400,Sevir.3G091300,Sevir.8G023400,Sevir.8G023200"
"V.vinifera","GSVIVG01027391001",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os12g03899","AT5G13750","Medtr8g062990,Medtr3g010850,Medtr8g042770,Medtr8g042780,Medtr3g010820,Medtr3g086440,Medtr8g042870","LOC_Os12g03899,LOC_Os12g03860,LOC_Os11g04020,LOC_Os11g04104,LOC_Os11g04030","Traes_4AL_4231650FC,Traes_4DS_9033E70FF,Traes_4BS_1DCF82CB7,Traes_4AL_5C7A4DA54","GRMZM2G115658,GRMZM2G336448,GRMZM2G141081","Glyma.13G186700,Glyma.15G224200,Glyma.04G124800","","Sobic.008G015800,Sobic.005G024900,Sobic.005G024700,Sobic.008G015700,Sobic.005G024800,Sobic.005G097900","Seita.8G020800,Seita.7G312300,Seita.8G070700,Seita.7G312500","Sevir.8G071400,Sevir.7G322400,Sevir.3G091300,Sevir.8G023400,Sevir.8G023200"
"V.vinifera","GSVIVG01025827001",NA,"Fe",NA,NA,NA,NA,"Inferred","LOC_Os12g03899","AT5G13750","Medtr8g062990,Medtr3g010850,Medtr8g042770,Medtr8g042780,Medtr3g010820,Medtr3g086440,Medtr8g042870","LOC_Os12g03899,LOC_Os12g03860,LOC_Os11g04020,LOC_Os11g04104,LOC_Os11g04030","Traes_4AL_4231650FC,Traes_4DS_9033E70FF,Traes_4BS_1DCF82CB7,Traes_4AL_5C7A4DA54","GRMZM2G115658,GRMZM2G336448,GRMZM2G141081","Glyma.13G186700,Glyma.15G224200,Glyma.04G124800","","Sobic.008G015800,Sobic.005G024900,Sobic.005G024700,Sobic.008G015700,Sobic.005G024800,Sobic.005G097900","Seita.8G020800,Seita.7G312300,Seita.8G070700,Seita.7G312500","Sevir.8G071400,Sevir.7G322400,Sevir.3G091300,Sevir.8G023400,Sevir.8G023200"
