Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Sevir.9G128100,Chr_09,8023555,8029268,
Sevir.9G560000,Chr_09,54757893,54764550,"(1 of 3) K12830 - splicing factor 3B subunit 3 (SF3B3, SAP130, RSE1)"
Sevir.9G234700,Chr_09,17967946,17969068,
Sevir.6G017900,Chr_06,1325468,1326601,(1 of 6) PF05055 - Protein of unknown function (DUF677) (DUF677)
Sevir.3G355532,Chr_03,43316418,43320961,(1 of 4) PTHR23074//PTHR23074:SF70 - AAA ATPASE // AAA-TYPE ATPASE FAMILY PROTEIN
Sevir.5G470300,Chr_05,46341672,46345384,(1 of 3) PTHR11937//PTHR11937:SF200 - ACTIN // ACTIN-7
Sevir.7G282300,Chr_07,31349567,31351391,(1 of 159) 1.11.1.7 - Peroxidase / Lactoperoxidase
Sevir.1G056901,Chr_01,5302789,5304538,(1 of 2) PTHR10641:SF483 - TRANSCRIPTION FACTOR MYB44
Sevir.4G125400,Chr_04,22968497,22973911,(1 of 52) PF00612 - IQ calmodulin-binding motif (IQ)
Sevir.7G093300,Chr_07,18177456,18181656,
Sevir.6G171500,Chr_06,29200823,29202410,(1 of 16) PF00335 - Tetraspanin family (Tetraspannin)
Sevir.2G135100,Chr_02,14362473,14363594,(1 of 1) PTHR23073//PTHR23073:SF38 - 26S PROTEASE REGULATORY SUBUNIT // SUBFAMILY NOT NAMED
Sevir.9G484250,Chr_09,49618829,49622060,
Sevir.6G018200,Chr_06,1339108,1340217,(1 of 87) K10523 - speckle-type POZ protein (SPOP)
Sevir.2G121700,Chr_02,12111142,12118478,(1 of 1) PF00069//PF01419 - Protein kinase domain (Pkinase) // Jacalin-like lectin domain (Jacalin)
Sevir.5G422101,Chr_05,43437820,43444373,(1 of 11) PF04424 - Protein of unknown function (DUF544) (DUF544)
Sevir.4G006800,Chr_04,549876,551482,(1 of 1) PTHR18901//PTHR18901:SF35 - 2-DEOXYGLUCOSE-6-PHOSPHATE PHOSPHATASE 2 // SUBFAMILY NOT NAMED
Sevir.3G157700,Chr_03,10959393,10962229,(1 of 1) PTHR10641//PTHR10641:SF603 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED
Sevir.3G385600,Chr_03,46732833,46734480,(1 of 180) KOG0156 - Cytochrome P450 CYP2 subfamily
Sevir.8G218100,Chr_08,35755261,35756843,(1 of 1) PTHR22814:SF155 - HEAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN 26
Sevir.5G402201,Chr_05,41976065,41978481,(1 of 4) PTHR11654//PTHR11654:SF164 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED
Sevir.9G572600,Chr_09,55636757,55647326,(1 of 1) PTHR24361//PTHR24361:SF357//PTHR24361:SF363 - MITOGEN-ACTIVATED KINASE KINASE KINASE // SUBFAMILY NOT NAMED // PROTEIN KINASE-RELATED
Sevir.3G172000,Chr_03,12073870,12075061,
Sevir.9G239300,Chr_09,18612567,18616861,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.9G422201,Chr_09,45148295,45164138,(1 of 2) PTHR24092//PTHR24092:SF74 - FAMILY NOT NAMED // PHOSPHOLIPID-TRANSPORTING ATPASE 1
Sevir.8G168800,Chr_08,29996970,29999814,"(1 of 16) PTHR11260//PTHR11260:SF248 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED"
Sevir.1G268300,Chr_01,33450853,33453666,(1 of 4) 1.11.1.12//1.11.1.9 - Phospholipid-hydroperoxide glutathione peroxidase / Peroxidation-inhibiting protein // Glutathione peroxidase
Sevir.3G067666,Chr_03,4361287,4363841,(1 of 1) PTHR22763//PTHR22763:SF26 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED
Sevir.7G144200,Chr_07,21850530,21851852,(1 of 97) PF03478 - Protein of unknown function (DUF295) (DUF295)
Sevir.5G065380,Chr_05,5162915,5163910,
Sevir.4G223000,Chr_04,32399817,32403118,(1 of 1) PTHR31867:SF7 - EXPANSIN-A20
Sevir.9G549200,Chr_09,54069107,54070901,"(1 of 2) K02889 - large subunit ribosomal protein L21e (RP-L21e, RPL21)"
Sevir.5G449700,Chr_05,45124448,45125946,(1 of 2) PTHR10992//PTHR10992:SF857 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.5G276100,Chr_05,32938580,32945188,(1 of 1) PTHR23074//PTHR23074:SF19 - AAA ATPASE // KATANIN P60 ATPASE-CONTAINING SUBUNIT A1
Sevir.1G167900,Chr_01,23883801,23884276,(1 of 356) PF00067 - Cytochrome P450 (p450)
Sevir.8G231300,Chr_08,37394544,37404469,
Sevir.7G244200,Chr_07,28750336,28755324,
Sevir.9G507000,Chr_09,51297771,51299587,(1 of 2) PTHR31087//PTHR31087:SF3 - FAMILY NOT NAMED // PROTEIN LURP-ONE-RELATED 16-RELATED
Sevir.1G332600,Chr_01,38090215,38091542,(1 of 13) PF04674 - Phosphate-induced protein 1 conserved region (Phi_1)
Sevir.7G070600,Chr_07,15889093,15890513,
Sevir.9G194800,Chr_09,13800122,13806410,
Sevir.3G353000,Chr_03,42928413,42929891,(1 of 14) PTHR23155//PTHR23155:SF578 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.9G233800,Chr_09,17876106,17880034,
Sevir.3G179500,Chr_03,12704256,12707274,(1 of 1) PTHR12532:SF0 - TRANSCRIPTIONAL REGULATORY PROTEIN HAH1-RELATED
Sevir.8G081501,Chr_08,8747779,8749337,(1 of 3) PTHR11785:SF367 - AMINO-ACID PERMEASE BAT1
Sevir.9G415900,Chr_09,44563542,44564659,
Sevir.9G031900,Chr_09,1777332,1782704,
Sevir.9G566400,Chr_09,55217245,55218782,(1 of 1) PTHR31140//PTHR31140:SF4 - FAMILY NOT NAMED // B3 DOMAIN-CONTAINING TRANSCRIPTION FACTOR NGA1-RELATED
Sevir.3G260000,Chr_03,20990758,20999215,(1 of 1) PTHR13018//PTHR13018:SF29 - PROBABLE MEMBRANE PROTEIN DUF221-RELATED // ERD (EARLY-RESPONSIVE TO DEHYDRATION STRESS) FAMILY PROTEIN
Sevir.5G064700,Chr_05,5098123,5102146,
Sevir.8G239300,Chr_08,38056988,38057482,(1 of 8) 2.3.1.78 - Heparan-alpha-glucosaminide N-acetyltransferase
Sevir.9G316900,Chr_09,34893927,34901747,
Sevir.1G112100,Chr_01,9761215,9761987,"(1 of 5) PTHR10378//PTHR10378:SF9 - LIM DOMAIN-BINDING PROTEIN // CHIP, ISOFORM B"
Sevir.9G064700,Chr_09,3787979,3791775,
Sevir.2G192900,Chr_02,26948893,26954444,
Sevir.2G216000,Chr_02,29845797,29847753,(1 of 3) K12158 - ubiquitin-like protein Nedd8 (NEDD8)
Sevir.4G000800,Chr_04,163627,164813,
Sevir.2G173600,Chr_02,24168275,24169870,
Sevir.5G242100,Chr_05,29272233,29275528,(1 of 1) PTHR24282//PTHR24282:SF19 - CYTOCHROME P450 FAMILY MEMBER // SUBFAMILY NOT NAMED
Sevir.9G016050,Chr_09,833774,834787,
Sevir.2G328333,Chr_02,39584635,39584727,
Sevir.4G272701,Chr_04,37111134,37114136,(1 of 3) PTHR10666//PTHR10666:SF150 - UBIQUITIN // POLYUBIQUITIN 3
Sevir.1G319300,Chr_01,37047987,37050348,
Sevir.8G203766,Chr_08,34336606,34340579,(1 of 39) PTHR23155//PTHR23155:SF484 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.3G094500,Chr_03,6251491,6256349,
Sevir.5G069200,Chr_05,5490410,5492050,(1 of 5) 1.3.1.45 - 2'-hydroxyisoflavone reductase
Sevir.9G341100,Chr_09,37930407,37933129,
Sevir.9G329000,Chr_09,36120204,36121925,(1 of 183) PF00847 - AP2 domain (AP2)
Sevir.1G191800,Chr_01,26891007,26893463,
Sevir.5G137400,Chr_05,11615376,11621310,
Sevir.5G104501,Chr_05,8496266,8499855,(1 of 1) 6.1.1.23 - Aspartate--tRNA(Asn) ligase / Nondiscriminating aspartyl-tRNA synthetase
Sevir.5G446200,Chr_05,44962034,44963546,(1 of 35) PF05553 - Cotton fibre expressed protein (DUF761)
Sevir.2G315200,Chr_02,38637641,38639754,
Sevir.1G373600,Chr_01,40992383,40995024,
Sevir.5G302000,Chr_05,34938526,34941085,
Sevir.1G363500,Chr_01,40339089,40341168,(1 of 1) K04802 - proliferating cell nuclear antigen (PCNA)
Sevir.2G020700,Chr_02,1650004,1651848,
Sevir.1G116600,Chr_01,10165867,10169752,(1 of 1) PTHR19375//PTHR19375:SF228 - HEAT SHOCK PROTEIN 70KDA // SUBFAMILY NOT NAMED
Sevir.4G180500,Chr_04,14881077,14884452,(1 of 103) PF07762 - Protein of unknown function (DUF1618) (DUF1618)
Sevir.6G039300,Chr_06,3378058,3381335,
Sevir.9G304601,Chr_09,33454038,33456225,(1 of 15) 2.3.1.196 - Benzyl alcohol O-benzoyltransferase
Sevir.8G196300,Chr_08,33611279,33620646,
Sevir.5G135700,Chr_05,11481084,11482944,
Sevir.4G034100,Chr_04,2398776,2399825,
Sevir.3G125900,Chr_03,8388214,8390679,
Sevir.5G168100,Chr_05,16412305,16413029,
Sevir.3G347700,Chr_03,42488678,42490815,(1 of 82) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)
Sevir.9G465900,Chr_09,48384878,48389014,
Sevir.4G216300,Chr_04,31792316,31796230,
Sevir.3G303900,Chr_03,29228250,29236439,
Sevir.2G247500,Chr_02,33040506,33043252,(1 of 103) PF07762 - Protein of unknown function (DUF1618) (DUF1618)
Sevir.2G088600,Chr_02,7700645,7701052,(1 of 45) PF03101 - FAR1 DNA-binding domain (FAR1)
Sevir.1G161600,Chr_01,22626348,22627627,(1 of 14) PF05078 - Protein of unknown function (DUF679) (DUF679)
Sevir.7G300400,Chr_07,32850723,32853764,"(1 of 4) K02155 - V-type H+-transporting ATPase 16kDa proteolipid subunit (ATPeV0C, ATP6L)"
Sevir.1G288100,Chr_01,34974797,34977456,
Sevir.8G246816,Chr_08,38740629,38740838,(1 of 11) 4.1.1.28 - Aromatic-L-amino-acid decarboxylase / Tryptophan decarboxylase
Sevir.9G011100,Chr_09,592105,595106,
Sevir.9G458500,Chr_09,47842312,47847167,
Sevir.1G307400,Chr_01,36359797,36361530,(1 of 119) PF12937 - F-box-like (F-box-like)
Sevir.8G242600,Chr_08,38342831,38344929,(1 of 66) PF04043 - Plant invertase/pectin methylesterase inhibitor (PMEI)
Sevir.4G199200,Chr_04,20756472,20760467,"(1 of 1) PTHR10173//PTHR10173:SF38 - METHIONINE SULFOXIDE REDUCTASE // PEPTIDE METHIONINE SULFOXIDE REDUCTASE B1, CHLOROPLASTIC"
Sevir.9G194700,Chr_09,13799225,13800323,(1 of 40) PF03087 - Arabidopsis protein of unknown function (DUF241)
Sevir.8G223800,Chr_08,36653172,36654066,
Sevir.3G257900,Chr_03,20660562,20664522,(1 of 1) PF00226//PF13459 - DnaJ domain (DnaJ) // 4Fe-4S single cluster domain (Fer4_15)
Sevir.9G425200,Chr_09,45367381,45370406,
Sevir.9G395400,Chr_09,43148773,43150605,
Sevir.3G308103,Chr_03,34243757,34244634,
Sevir.3G188801,Chr_03,13534048,13536837,
Sevir.7G041400,Chr_07,2234801,2237595,(1 of 1) PTHR10657//PTHR10657:SF4 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE // PEPTIDYL-PROLYL CIS-TRANS ISOMERASE NIMA-INTERACTING 1
Sevir.1G383601,Chr_01,41453370,41460288,(1 of 1) PTHR11935:SF104 - METALLO-BETA-LACTAMASE FAMILY PROTEIN
Sevir.9G560800,Chr_09,54817567,54820979,"(1 of 2) PTHR24089//PTHR24089:SF340 - FAMILY NOT NAMED // ADP,ATP CARRIER PROTEIN 3, MITOCHONDRIAL"
Sevir.3G040400,Chr_03,2496271,2498555,(1 of 1) K17411 - small subunit ribosomal protein S33 (MRPS33)
Sevir.5G057800,Chr_05,4578874,4580079,(1 of 69) PF13962 - Domain of unknown function (PGG)
Sevir.2G316201,Chr_02,38697417,38698700,
Sevir.3G011000,Chr_03,632237,633447,
Sevir.5G122800,Chr_05,10026374,10029908,
Sevir.9G036500,Chr_09,2083507,2093137,
Sevir.2G084500,Chr_02,7280326,7283520,(1 of 6) K06617 - raffinose synthase (E2.4.1.82)
Sevir.5G346400,Chr_05,38230434,38232622,(1 of 1) K19054 - frataxin (FXN)
Sevir.2G207500,Chr_02,28743744,28746147,(1 of 1) PTHR11695//PTHR11695:SF599 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED
Sevir.3G317000,Chr_03,36821964,36825895,
Sevir.9G432601,Chr_09,45966111,45971854,(1 of 1) PTHR11246//PTHR11246:SF11 - PRE-MRNA SPLICING FACTOR // SUBFAMILY NOT NAMED
Sevir.7G185000,Chr_07,24622081,24626309,(1 of 10) PF05623 - Protein of unknown function (DUF789) (DUF789)
Sevir.3G112000,Chr_03,7346396,7349912,
Sevir.5G442200,Chr_05,44732209,44732942,
Sevir.1G077900,Chr_01,7085746,7089200,(1 of 2) PTHR24347//PTHR24347:SF237 - SERINE/THREONINE-PROTEIN KINASE // SUBFAMILY NOT NAMED
Sevir.1G259300,Chr_01,32798631,32798809,
Sevir.2G234520,Chr_02,31621445,31622077,
Sevir.2G061700,Chr_02,5105021,5107798,
Sevir.1G292700,Chr_01,35349815,35353400,
Sevir.5G201600,Chr_05,25119894,25121801,
Sevir.4G234600,Chr_04,33694682,33697106,(1 of 2) PF00954//PF07714//PF08276 - S-locus glycoprotein domain (S_locus_glycop) // Protein tyrosine kinase (Pkinase_Tyr) // PAN-like domain (PAN_2)
Sevir.8G177400,Chr_08,31098286,31112478,
Sevir.6G186300,Chr_06,30677777,30679057,(1 of 1) PTHR12565//PTHR12565:SF161 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // SUBFAMILY NOT NAMED
Sevir.6G188100,Chr_06,30898929,30900351,
Sevir.9G577700,Chr_09,55983336,55988864,(1 of 2) K15691 - E3 ubiquitin-protein ligase RFWD3 [EC:6.3.2.19] (RFWD3)
Sevir.4G281000,Chr_04,37808819,37811936,(1 of 14) PF07714//PF13855 - Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat (LRR_8)
Sevir.1G051500,Chr_01,4818489,4821242,
Sevir.2G013200,Chr_02,1025651,1027141,(1 of 40) PTHR23155//PTHR23155:SF629 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.7G085000,Chr_07,17337628,17344418,(1 of 5) PF03114 - BAR domain (BAR)
Sevir.9G557200,Chr_09,54563865,54564711,
Sevir.7G266100,Chr_07,30140229,30143696,"(1 of 1) K15047 - heterogeneous nuclear ribonucleoprotein U-like protein 1 (HNRNPUL1, E1BAP5)"
Sevir.4G055700,Chr_04,4306827,4313605,"(1 of 1) K15363 - fanconi-associated nuclease 1 (FAN1, MTMR15)"
Sevir.1G304400,Chr_01,36158686,36166265,
Sevir.7G321101,Chr_07,34141053,34144189,
Sevir.7G076500,Chr_07,16485529,16490103,
Sevir.1G043300,Chr_01,4114883,4117841,
Sevir.9G217500,Chr_09,15907918,15911256,
Sevir.8G178400,Chr_08,31214143,31218858,"(1 of 3) 5.1.3.18 - GDP-mannose 3,5-epimerase"
Sevir.2G435700,Chr_02,46440808,46445247,
Sevir.1G285700,Chr_01,34804548,34806941,(1 of 2) K11650 - SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D (SMARCD)
Sevir.5G070900,Chr_05,5629186,5633441,(1 of 2) PTHR23257//PTHR23257:SF475 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED
Sevir.6G105600,Chr_06,11001123,11006567,
Sevir.7G108700,Chr_07,19399604,19423350,
Sevir.9G413400,Chr_09,44394636,44396855,
Sevir.3G256401,Chr_03,20507710,20509183,
Sevir.5G293900,Chr_05,34335400,34335953,
Sevir.3G418600,Chr_03,49710285,49714001,(1 of 2) PTHR24073//PTHR24073:SF570 - FAMILY NOT NAMED // RAS-RELATED PROTEIN RABF2A-RELATED
Sevir.1G068600,Chr_01,6220158,6225358,(1 of 1) 2.1.1.191 - 23S rRNA (cytosine(1962)-C(5))-methyltransferase / rRNA large subunit methyltransferase I
Sevir.5G130700,Chr_05,10821866,10822381,
Sevir.2G124000,Chr_02,12492869,12495537,
Sevir.3G284800,Chr_03,24293164,24297331,(1 of 2) K15304 - Ran-binding protein 3 (RANBP3)
Sevir.2G293800,Chr_02,36807876,36809135,
Sevir.9G289900,Chr_09,30611654,30629913,
Sevir.9G362800,Chr_09,40013267,40018068,
Sevir.3G342000,Chr_03,40718460,40719570,(1 of 2) PF06549 - Protein of unknown function (DUF1118) (DUF1118)
Sevir.7G333600,Chr_07,34803492,34808258,(1 of 3) PTHR31752//PTHR31752:SF2 - FAMILY NOT NAMED // AUXIN EFFLUX CARRIER COMPONENT 8-RELATED
Sevir.2G396700,Chr_02,44162649,44164027,(1 of 9) PTHR13871//PTHR13871:SF30 - THIOREDOXIN // CYSTEINE/HISTIDINE-RICH C1 DOMAIN FAMILY PROTEIN-RELATED
Sevir.1G280400,Chr_01,34419262,34424110,
Sevir.8G254200,Chr_08,40217554,40219386,(1 of 356) PF00067 - Cytochrome P450 (p450)
Sevir.3G295900,Chr_03,26224511,26225422,
Sevir.2G201700,Chr_02,27956790,27958093,(1 of 40) PF14009 - Domain of unknown function (DUF4228) (DUF4228)
Sevir.9G533900,Chr_09,53041598,53046201,(1 of 14) PF04576 - Zein-binding (Zein-binding)
Sevir.7G181000,Chr_07,24360711,24365023,
Sevir.9G224600,Chr_09,16856038,16859252,
Sevir.4G187700,Chr_04,13373285,13376086,(1 of 69) PF13962 - Domain of unknown function (PGG)
Sevir.3G003000,Chr_03,178793,185083,(1 of 2) PTHR11353//PTHR11353:SF89 - CHAPERONIN // SUBFAMILY NOT NAMED
Sevir.3G129532,Chr_03,8630739,8631966,(1 of 4) PTHR11926//PTHR11926:SF395 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED
Sevir.9G043850,Chr_09,2520092,2520486,
Sevir.3G040650,Chr_03,2504294,2506445,"(1 of 2) PTHR14490 - ZINC FINGER, ZZ TYPE"
Sevir.9G583850,Chr_09,56331663,56334951,
Sevir.7G190600,Chr_07,24963914,24966810,
Sevir.9G575300,Chr_09,55812189,55815132,(1 of 1) PTHR32258//PTHR32258:SF3 - FAMILY NOT NAMED // F11A17.4-RELATED
Sevir.2G337900,Chr_02,40248965,40254578,(1 of 2) PTHR10663//PTHR10663:SF163 - GUANYL-NUCLEOTIDE EXCHANGE FACTOR // SUBFAMILY NOT NAMED
Sevir.2G361100,Chr_02,41862148,41866229,
Sevir.4G240700,Chr_04,34294342,34299002,(1 of 58) PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.3G386600,Chr_03,46789935,46796254,(1 of 1) PTHR11119:SF29 - NUCLEOBASE-ASCORBATE TRANSPORTER 3
Sevir.1G079001,Chr_01,7184685,7185454,
Sevir.1G173000,Chr_01,24376356,24379133,
Sevir.7G187900,Chr_07,24788294,24790676,(1 of 1) PTHR36705//PTHR36705:SF2 - FAMILY NOT NAMED // CLAVATA3/ESR (CLE)-RELATED PROTEIN 20
Sevir.5G209300,Chr_05,26263331,26266473,(1 of 2) K18121 - glyoxylate/succinic semialdehyde reductase (GLYR)
Sevir.2G311700,Chr_02,38274784,38280942,
Sevir.1G009100,Chr_01,676976,680293,
Sevir.6G129800,Chr_06,21394971,21398316,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.9G320600,Chr_09,35333882,35334804,
Sevir.3G014700,Chr_03,832862,835418,
Sevir.2G067300,Chr_02,5491161,5494155,
Sevir.1G334566,Chr_01,38369377,38370106,
Sevir.1G003401,Chr_01,205910,210973,
Sevir.5G186400,Chr_05,22991179,22998282,(1 of 3) PTHR22891//PTHR22891:SF35 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C // PROTEIN ARGONAUTE 6
Sevir.1G346300,Chr_01,39230308,39233792,
Sevir.5G162200,Chr_05,15111533,15118649,(1 of 1) PTHR10459//PTHR10459:SF64 - DNA LIGASE // SUBFAMILY NOT NAMED
Sevir.9G347733,Chr_09,38651040,38651207,
Sevir.9G211200,Chr_09,15260644,15263013,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.9G282200,Chr_09,27228251,27228649,
Sevir.2G158500,Chr_02,20718486,20720616,(1 of 1) PTHR11119//PTHR11119:SF25 - XANTHINE-URACIL / VITAMIN C PERMEASE FAMILY MEMBER // ADENINE/GUANINE PERMEASE AZG2
Sevir.9G122600,Chr_09,7674865,7685081,
Sevir.1G362400,Chr_01,40281478,40285510,"(1 of 2) K03065 - 26S proteasome regulatory subunit T5 (PSMC3, RPT5)"
Sevir.9G566201,Chr_09,55198776,55200375,(1 of 1) PTHR19957//PTHR19957:SF109 - SYNTAXIN // SUBFAMILY NOT NAMED
Sevir.3G416800,Chr_03,49513781,49517824,
Sevir.5G323450,Chr_05,36526505,36526702,(1 of 1) 3.4.22.39 - Adenain
Sevir.1G049850,Chr_01,4684981,4685166,
Sevir.2G224300,Chr_02,30648142,30655469,(1 of 8) PF01388 - ARID/BRIGHT DNA binding domain (ARID)
Sevir.9G295500,Chr_09,31634246,31635079,
Sevir.7G194500,Chr_07,25215127,25219662,
Sevir.5G043100,Chr_05,3384810,3389698,"(1 of 1) PTHR10381:SF25 - ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT-RELATED PROTEIN 4, CHLOROPLASTIC"
Sevir.8G172600,Chr_08,30508103,30512335,
Sevir.9G206500,Chr_09,14798622,14799309,
Sevir.5G308901,Chr_05,35442395,35443700,
Sevir.9G545850,Chr_09,53838192,53838538,
Sevir.3G194600,Chr_03,13998416,14002418,
Sevir.2G216700,Chr_02,29908995,29912719,
Sevir.4G189004,Chr_04,13207750,13208271,(1 of 33) 4.2.99.18 - DNA-(apurinic or apyrimidinic site) lyase / Phage-T4 UV endonuclease
Sevir.6G034900,Chr_06,2971473,2981100,(1 of 2) PTHR12526//PTHR12526:SF345 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED
Sevir.9G515400,Chr_09,51901493,51902803,
Sevir.1G284100,Chr_01,34666078,34666611,
Sevir.6G125600,Chr_06,20031307,20046192,
Sevir.3G408900,Chr_03,48831931,48832326,
Sevir.1G352600,Chr_01,39605724,39606643,(1 of 83) PF07893 - Protein of unknown function (DUF1668) (DUF1668)
Sevir.7G272601,Chr_07,30529062,30530422,(1 of 1) PTHR19211//PTHR19211:SF62 - ATP-BINDING TRANSPORT PROTEIN-RELATED // SUBFAMILY NOT NAMED
Sevir.9G150300,Chr_09,9664262,9666531,(1 of 1) PTHR24198//PTHR24198:SF85 - ANKYRIN REPEAT AND PROTEIN KINASE DOMAIN-CONTAINING PROTEIN // IKB-1
Sevir.8G188000,Chr_08,32652276,32656021,
Sevir.1G229600,Chr_01,30156397,30162183,"(1 of 8) KOG1032 - Uncharacterized conserved protein, contains GRAM domain"
Sevir.5G409200,Chr_05,42535785,42539191,
Sevir.9G190700,Chr_09,13354254,13359019,(1 of 1) K01761 - methionine-gamma-lyase (E4.4.1.11)
Sevir.9G497300,Chr_09,50728664,50731792,(1 of 3) K18211 - synaptosomal-associated protein 25 (SNAP25)
Sevir.1G075700,Chr_01,6920933,6925566,
Sevir.3G175500,Chr_03,12363113,12365245,(1 of 2) PTHR11926//PTHR11926:SF408 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED
Sevir.5G038800,Chr_05,2943102,2944189,
Sevir.2G184000,Chr_02,25668288,25677080,"(1 of 1) K10884 - ATP-dependent DNA helicase 2 subunit 1 (XRCC6, KU70, G22P1)"
Sevir.4G117600,Chr_04,11336063,11336918,
Sevir.6G059000,Chr_06,5154381,5155974,(1 of 70) PF08387 - FBD (FBD)
Sevir.9G560400,Chr_09,54775546,54777216,
Sevir.4G297600,Chr_04,39090354,39091520,(1 of 40) PF03087 - Arabidopsis protein of unknown function (DUF241)
Sevir.7G219300,Chr_07,27076943,27080664,
Sevir.3G235700,Chr_03,18121591,18123858,
Sevir.3G272400,Chr_03,22411232,22414561,
Sevir.4G044200,Chr_04,3391535,3400019,(1 of 1) PTHR11802//PTHR11802:SF32 - SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE // SERINE CARBOXYPEPTIDASE-LIKE 29
Sevir.3G127700,Chr_03,8470854,8497368,(1 of 1) K19026 - spatacsin (SPG11)
Sevir.9G024800,Chr_09,1340456,1344923,
Sevir.7G263800,Chr_07,30030743,30034398,(1 of 24) PF00954//PF01453//PF07714//PF08276 - S-locus glycoprotein domain (S_locus_glycop) // D-mannose binding lectin (B_lectin) // Protein tyrosine kinase (Pkinase_Tyr) // PAN-like domain (PAN_2)
Sevir.7G307900,Chr_07,33301903,33305917,(1 of 67) PF03168 - Late embryogenesis abundant protein (LEA_2)
Sevir.2G362200,Chr_02,41934663,41936971,(1 of 1) PTHR10641:SF586 - MYB TRANSCRIPTION FACTOR-RELATED
Sevir.7G165300,Chr_07,23285516,23286952,(1 of 1) PTHR22814//PTHR22814:SF109 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // F13E7.9 PROTEIN
Sevir.8G129300,Chr_08,22835413,22845309,(1 of 11) PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase) // Leucine Rich Repeat (LRR_1) // Leucine rich repeat N-terminal domain (LRRNT_2)
Sevir.5G193100,Chr_05,23933311,23936204,(1 of 1) PTHR30345 - RIBOSE-5-PHOSPHATE ISOMERASE B
Sevir.2G336750,Chr_02,40158894,40158989,
Sevir.1G362000,Chr_01,40262483,40267380,
Sevir.3G336300,Chr_03,39695795,39701209,(1 of 1) 1.1.1.316 - L-galactose 1-dehydrogenase / L-galDH
Sevir.7G261200,Chr_07,29858112,29859465,(1 of 5) K00660 - chalcone synthase (CHS)
Sevir.9G199100,Chr_09,14160997,14171366,
Sevir.2G045700,Chr_02,3747584,3749051,(1 of 2) PTHR23024//PTHR23024:SF162 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED
Sevir.2G035300,Chr_02,2848275,2848671,
Sevir.9G544500,Chr_09,53736848,53740669,
Sevir.7G132800,Chr_07,21050221,21050382,
Sevir.2G270200,Chr_02,35109880,35115457,
Sevir.3G317603,Chr_03,36594628,36595380,
Sevir.3G218700,Chr_03,16343290,16346758,(1 of 1) PTHR11064//PTHR11064:SF37//PTHR11064:SF45 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED // SUBFAMILY NOT NAMED
Sevir.5G419000,Chr_05,43166355,43170184,
Sevir.7G260600,Chr_07,29825854,29827547,(1 of 1) PTHR10438:SF242 - THIOREDOXIN-LIKE PROTEIN CXXS1
Sevir.6G175000,Chr_06,29603609,29611500,
Sevir.8G167000,Chr_08,29699097,29703060,(1 of 42) K05909 - laccase (E1.10.3.2)
Sevir.4G103500,Chr_04,9270984,9271400,
Sevir.7G016210,Chr_07,8395124,8395547,(1 of 1) K05574 - NAD(P)H-quinone oxidoreductase subunit 3 (ndhC)
Sevir.9G487700,Chr_09,49943250,49947057,
Sevir.1G328700,Chr_01,37831710,37836595,(1 of 1) PTHR13683:SF303 - ASPARTIC PROTEINASE-LIKE PROTEIN 1
